Star-rating,Name,Reviewer Profile Url,Review Title,Text,images,profile icon,Date
4.0 out of 5 stars,Sagar Patil,https://www.amazon.in/gp/customer-reviews/R1O9UTAONF1FNA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Best Brand,"If you want a low budget HP brand, you can buy it with your eyes closed .",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 5 September 2021
4.0 out of 5 stars,HARSH AHUJA,https://www.amazon.in/gp/customer-reviews/R1WX6QOF3K0XSN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Genuine buyer,"Excellent for day to day usage, good performance with msoffice, internet browsing (not tested for gaming). Compact and lightweight. Expected better Display (not bad) and plastic quantity.",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 29 June 2021
4.0 out of 5 stars,praveen,https://www.amazon.in/gp/customer-reviews/R1SRHPZUO5HSXZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4," Slim and nice looking, avg performance.","5hr of Battery 🔋 life,
processing is OK, SSD version could have been a better option for win10.",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 4 September 2021
3.0 out of 5 stars,Ratan gowda,https://www.amazon.in/gp/customer-reviews/R1II8ZR3KQYXX8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Good but,Good but not up to the mark with respect to battery backup...but overall value for money...,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/7c3b1ce5-66b0-40e5-8b95-1f7d444d1607._CR0,49.0,234,234_SX48_.jpg",Reviewed in India 🇮🇳 on 2 January 2022
4.0 out of 5 stars,Amazon Customer,https://www.amazon.in/gp/customer-reviews/R3VP58HSAAX5M4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, GREAT LAPTOP BUT...Graphics card details..,"Great laptop in this price range..only disappointment., graphic card and ram mentioned incorrectly..but came with inbuilt Intel UHD graphic 4gb .. which was a disappointment.. Else would hv given 5star..",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 9 May 2021
3.0 out of 5 stars,dr.dhishna,https://www.amazon.in/gp/customer-reviews/R128Z1CQ3DS6JM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, HP15,The laptop has all features that are deemed important for wfh and for online sessions. The online concern was that it gets heated as there is a vent just near the lap which will prevent you from using it for long hours. Hope this helps!,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 11 July 2021
5.0 out of 5 stars,Abhinay,https://www.amazon.in/gp/customer-reviews/RG67Z1U2S1LO5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Good product - value for money,"I am pretty satisfied with the product. Somone recommended it for my use and I found it to be a good fit as per my requirements. Lightweight and easy to carry around, the configuration is apt for daily business and enough memory",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 10 January 2022
3.0 out of 5 stars,saranya nataraj,https://www.amazon.in/gp/customer-reviews/R2R9DL9B444Q34/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Works too slow.. Performance to be improved,"Applications are working too slow, it could be more better.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 5 February 2022
2.0 out of 5 stars,Nandita Singh,https://www.amazon.in/gp/customer-reviews/R1J7Y3FAD3E11T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Very slow to operate!,"Bought this barely 7 months ago and find it painfully slow to load and operate basic apps, navigate between apps etc. Are there others facing similar issues and if so how did you go about fixing these?",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 24 May 2022
5.0 out of 5 stars,sasi,https://www.amazon.in/gp/customer-reviews/R1HZ0L0UW64VCU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Conventional daily use budet laptop- with Hp brand.,"Good laptop.
Not for gaming or any heavy processing.
Best for Movie watching, browsing, and small works.
One of rare these days, as it comes with direct LAN port.
For home usage, it is best.
Overall its a very nice laptop.
And ,above all, u get the hp support,which is one of best..",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 10 September 2021
1.0 out of 5 stars,Satya,https://www.amazon.in/gp/customer-reviews/RSM58FOC376G3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Defective laptop delivered,Not good experience. Within 1 year it's not performing well. Sometimes display screen going to black for 10 seconds.,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 30 December 2022
3.0 out of 5 stars,Dibyatanu Majumdar,https://www.amazon.in/gp/customer-reviews/R2BJM9XJBMQH6V/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Not a great buy. I would return it if I could for a refund,Primary use at clinic. Not good even for basic functions. Too bad I can't return it now.and the touchpad is not functioning now itself,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/d45c23b1-8b98-4456-b1e5-f335e57ad82b._CR0,79.0,843,843_SX48_.jpg",Reviewed in India 🇮🇳 on 30 October 2021
4.0 out of 5 stars,Abhy VM,https://www.amazon.in/gp/customer-reviews/RDTPLB4CUCVVT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Large Screen Free MS Office,"Large screen, very decent Large keyboard. Again, spacious touchpad. Comes with a free MS Office School Edition.",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/64c71ba3-c215-4602-a15f-1c9247e42f6c._CR0,0,500,500_SX48_.jpg",Reviewed in India 🇮🇳 on 24 August 2021
4.0 out of 5 stars,Laxminarayana,https://www.amazon.in/gp/customer-reviews/R2POF9K1X215X8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Good laptop for students,"Boots up fast. Responsive , works very well for students. Surprised with the good performance although it is i3 .",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 16 July 2021
4.0 out of 5 stars,MD ZAFAR ANSARI,https://www.amazon.in/gp/customer-reviews/R2AWFZAU9ZG8LQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, good porduct,good porduct,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 20 November 2021
2.0 out of 5 stars,Alisha Jain,https://www.amazon.in/gp/customer-reviews/RKGP0M0HIQZAS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, AVOID BUYING THIS,"WRITING THIS REVIEW AFTER USING IT FOR 4 MONTHS
The laptop is miserably slow. I added additional 8gb ram but still the laptop is very slow in processing.
For office people - DONT BUY
For school & college students - Buy if you only want to work on this, dont even try to load a game on it
Pls avoid if you're looking at performance, its very bad.
Battery life is good and its compact - these are the only 2 good things about this.",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 3 December 2021
5.0 out of 5 stars,Manideep,https://www.amazon.in/gp/customer-reviews/R3J1WJSOZXE4PV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Cashback issue,"As per the description/offer announced by Amazon in the product catalogue, I was supposed to recive 5% cashback while using AmazonPay ICICI Credit Card. But, I have not received the cash back & am still waiting for the same. Request the concerned person to look into the same & do the needful.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 4 August 2021
4.0 out of 5 stars,MURALEEDHARAN,https://www.amazon.in/gp/customer-reviews/R21P0MY0HOUEY5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4," The Charging cable was not working, but replacement not done till now.","The Charging cable received along with the lap top was not working, intimated the complaint, but replacement not done till now.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 11 June 2021
5.0 out of 5 stars,Reetesh,https://www.amazon.in/gp/customer-reviews/R16F3R5DYBUBIN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4," Don't buy for more than 40,000",The laptop feels very smooth with 256gb ssd and 1tb hard drive with 8gb Ram. Got a good offer from appario seller with ICICI Amazon pay card. Final price was 38k after instant discount and cash back. Go for it if your needs are personal without intense gaming or photo editing.,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 7 August 2021
5.0 out of 5 stars,UMESH PRASAD,https://www.amazon.in/gp/customer-reviews/R2JHFMPKXJ7Y67/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, HP 15s 1064,"Very good black colour rich look.....battery backup 5 hours on work from home. Plastic quality is good....working very fine since last week we purchased it. Separate SSD and HDD.....very fast connections......i3 10th gen......good product.

Even after 1 year, this pc is running very good, battery backup is very good, overall good",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 15 July 2021
3.0 out of 5 stars,Akib Mujawar,https://www.amazon.in/gp/customer-reviews/R2HY255EVD61J4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Touchpad issue,Its touchpad not working well. Overall good..,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 27 January 2022
4.0 out of 5 stars,Praveen,https://www.amazon.in/gp/customer-reviews/R275EZU093JXDK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Satisfied for general purpose,Battery backup is good.for general use it is very good.,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 4 September 2021
4.0 out of 5 stars,Rohan Patil,https://www.amazon.in/gp/customer-reviews/R1YQL2DHRW2WK4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Good configuration products with affordable price,"Light weight, because of SSD startup speed is aussum. Not satisfied with Antivirus as come up with trial of 1 months",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/41364216-baf7-4134-85c8-f97ae075f500._CR0,0,2448,2448_SX48_.jpg",Reviewed in India 🇮🇳 on 28 May 2021
4.0 out of 5 stars,khilesh,https://www.amazon.in/gp/customer-reviews/R2O2NV7HIGNVVP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Camera is very bad quality,"Online teaching, online classes very important camera... But not good",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 13 September 2021
5.0 out of 5 stars,Amazon Customer,https://www.amazon.in/gp/customer-reviews/R2X1BI7XF6VCI2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Good featured laptop,"It's a great product. Got it for 41k. You can work for almost 5-6 hrs once battery fully charged. I3 processor is good enough for your daily office work /Surffing Or online classes. With 256 GB ssd and 1TB HDD, pc boots really fast. Just go for it before the price of this product shoots.",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 13 May 2021
3.0 out of 5 stars,avik mukherjee,https://www.amazon.in/gp/customer-reviews/RFIZUP5O02YJO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Performance can be better,"Laptop is good lokkwise but a little bit slow in performance and the battery must be improved, although the price is attractive but better performance is expected from HP",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/210afe45-5b34-4742-9131-f5c190549ca8._CR62,0,375,375_SX48_.jpg",Reviewed in India 🇮🇳 on 4 September 2021
1.0 out of 5 stars,Mr. $itanshu Tripathi,https://www.amazon.in/gp/customer-reviews/R2IOQAY77MGW1Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Battery Dead within 1 month,One month completed for asking the warranty bill of my laptop but the amazon team is also unable to share it with me. Battery dead within 1 month and amazon is unable to provide the warranty pay slip.,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 15 November 2022
4.0 out of 5 stars,Amazon Customer,https://www.amazon.in/gp/customer-reviews/R1L4OM632G8VFS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4," Core i3 8GB ram, sdd and hdd","Key board is not smooth, not elegant too. Charging is bit slow.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 11 August 2021
4.0 out of 5 stars,Mahesh Babu,https://www.amazon.in/gp/customer-reviews/RMSEX7E582ZQ0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Price Should Be a Little bit Less,"Almost 25 Days ..
Till Now not Faced Any Problem
Battery Is Also Fine","https://images-na.ssl-images-amazon.com/images/I/C11DSDBrVfS.88.jpg  
",https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 20 July 2021
5.0 out of 5 stars,Amazon Customer,https://www.amazon.in/gp/customer-reviews/R1P2R8PDDW4ROM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, I would like to thank Hp 😊,I would like to thank Hp for creating the prodtuct the battery life is of 8 or 9 hours and the laptop 💻 is good for gaming also you should buy the product 😊,"https://m.media-amazon.com/images/I/71DY-ef0UPL.88.jpg  
https://m.media-amazon.com/images/I/81MhhyOm9oL.88.jpg  
",https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 18 November 2021
3.0 out of 5 stars,Shubham,https://www.amazon.in/gp/customer-reviews/R2KAA6FF9MUU8L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Bad camera,It should be i3 11 gen and Very bad camera quality.,"https://m.media-amazon.com/images/I/61EC3r0QeeL.88.jpg  
","https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 2 December 2021
5.0 out of 5 stars,Pral046,https://www.amazon.in/gp/customer-reviews/R2LVKK167XOOZD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Good laptop,"This is a good laptop to use for day to day activities. Screen is OK. Has good sound output.
Not sure of gaming capabilities and running programs that need high amount of resources.
Boot up time is quite fast and has good battery backup.",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 22 August 2021
5.0 out of 5 stars,Srinivas nerella,https://www.amazon.in/gp/customer-reviews/RZ0D9AO0V4UF0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Waste,Waste product,"https://m.media-amazon.com/images/I/61zW6S+JtYL.88.jpg  
","https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 24 July 2022
4.0 out of 5 stars,Gopi Ganta,https://www.amazon.in/gp/customer-reviews/R2M1GP668DIESU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Good product,"Good product for basic use.

Kindly avoid if you are looking for gaming purpose.",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 30 June 2021
1.0 out of 5 stars,Vibin Haridas,https://www.amazon.in/gp/customer-reviews/R1H3MG7L1NKLDD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, One of the worst laps in the market,"Laptop is stoo slow, it takes 15 mins just to login literally and open up each app takes another 5 mins.

This is one if the worst laptops I have ever used in my life.

Each time a windows upgrade gets down system acts as if it had a major surgery and recovery is never ending.

One of the worst laptops from HP and a waste of money.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 19 August 2022
5.0 out of 5 stars,Mark G,https://www.amazon.in/gp/customer-reviews/R2BE2BZED25TGE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Good for light work,Got for online classes and light documentation browsing purpose. It's Good for online classes and simple office work. Boot and shutdown is quick use 2hrs battery goes from 100 to 60 % so I guess 4-5 hr backup. Does not feel heavy,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 15 August 2021
3.0 out of 5 stars,rajeev kumar,https://www.amazon.in/gp/customer-reviews/RZXCCRPI3J2GO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Lapfop bag,Bag for laptop not provided,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 13 December 2021
1.0 out of 5 stars,Soumyodeep Ari,https://www.amazon.in/gp/customer-reviews/R1OT6RW1UEOBCD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Bad product don't buy this,"I do dislike this product because this new laptop is getting hanged in 5 days. I call the customer service and they said that we have nothing to do because there is no replacement policy and you have check your laptop's performance and then it shows all right but it is really fake, fraud and which worst word you can say it takes 1 min to open app and automatically close. Don't buy this product if I give this money to any begger then it will be better without buying this product. I have nothing to do now so I am writing this review, I am from a poor family and this amount is very difficul to gather, I am writing this review after 1.5 months of buying this laptop. It is very shameful to say that they give me a worst product,such a big company Amazon.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 18 December 2021
1.0 out of 5 stars,Amazon Customer,https://www.amazon.in/gp/customer-reviews/R1VG6SL4H6BMFS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Worst Service From HP India,"HP India is the worst company to buy a laptop from. The laptop stopped working and on reaching out for a resolution, they asked me to factory reset and re-install windows. I did the reset and then they asked me to procure a 32Gb pen drive on my own or pay charges for Windows installation. This was for a product which comes with Windows. Beyond that, I've been redirected multiple times and for 4 days haven't received any communication from the firm. I am being told that it is stuck in e-mail approvals yet there is no call back from the team. Mu brother is unable to use the laptop for his exams and HP is taking no responsibility. Terrible Service from the team and would recommend you buy from the nearest store and not from Amazon and that you buy any brand other than HP.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 25 December 2021
3.0 out of 5 stars,Tusar Sarkar,https://www.amazon.in/gp/customer-reviews/R2BKG8XF644PIC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Slight slow in performance,Inbuilt ms office not activating,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 1 December 2021
3.0 out of 5 stars,Akash Sharma,https://www.amazon.in/gp/customer-reviews/R295I92P90R1DL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Screen sometimes suddenly turns black.,Screen suddenly turns black then only option is to reboot forcefully.,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 20 October 2021
5.0 out of 5 stars,Amazon Customer,https://www.amazon.in/gp/customer-reviews/R2OV1179QEI3FZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, A good laptop,"It’s a great laptop for general office use..works smooth.. battery life of almost 6 hrs..The materials used are great,Matt finish looks great only think which I didn’t like is that finger prints are too visible on the materials ..I would definitely recommend for office guys and students",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 9 May 2021
4.0 out of 5 stars,Ramana,https://www.amazon.in/gp/customer-reviews/R2J2T4WSXQASHU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Good quality,Goid,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 30 August 2021
1.0 out of 5 stars,sumesh,https://www.amazon.in/gp/customer-reviews/RH0NWEWUTO3X1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Warranty issues,"Bought the piece on december 2021 and it is mentioned about 1 year warrenty, ie, i am eligible for the warranty till December 2022. While checking the hp website warranty for the piece has expired on June 2022.
Address the issue on highest priority",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 22 September 2022
4.0 out of 5 stars,Lyndon Johnson,https://www.amazon.in/gp/customer-reviews/R28F6LNKMIKN87/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Good laptop... Battery could have been better,Good laptop.. However battery doesn't last much..,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 16 July 2021
4.0 out of 5 stars,Gurudev,https://www.amazon.in/gp/customer-reviews/R3TVP15FZ22A7Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Nice,Nice,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 30 August 2021
3.0 out of 5 stars,satish subhash vetal,https://www.amazon.in/gp/customer-reviews/RKS73UI58EZP6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Ok ok,Ok ok laptop good for students,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 16 November 2021
4.0 out of 5 stars,Nagamuni swamy,https://www.amazon.in/gp/customer-reviews/R17FXPPU5Z3LXL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Good,Like,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 16 August 2021
4.0 out of 5 stars,SAJIL,https://www.amazon.in/gp/customer-reviews/R2TBVJS9CE1GM0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Value for money,,"https://m.media-amazon.com/images/I/81THvhvv7fL.88.jpg  
",https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 15 August 2021
3.0 out of 5 stars,Thiruppathi,https://www.amazon.in/gp/customer-reviews/R17W9VDYWSOVTS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Worth for money,"Pros:
Light weight
Faster
Charging speed
Cons :
Outer look
No backlit
Charger wires ar e very light.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 6 August 2021
3.0 out of 5 stars,Amazon Customer,https://www.amazon.in/gp/customer-reviews/R3QCQM25GDEBFW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, AMD Radeon Graphic Card MISSING!,The laptop DOES NOT come with AMD Radeon Graphic Card (As mentioned in the description about the product). It comes with Intel Graphics.,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 10 May 2021
5.0 out of 5 stars,Placeholder,https://www.amazon.in/gp/customer-reviews/R1R5RX5BEJ0FZF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Good speedy laptop in this budget,"Just 2 days using this laptop. Don't know much about gaming and anti-glare but one thing I liked is it's speed.
Laptop open time is 10-15 seconds only . Not much apps now but seems that it will perform good.",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 6 July 2021
4.0 out of 5 stars,YASH,https://www.amazon.in/gp/customer-reviews/R2NZ4Z40J6H2QJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, good wroking,good wroking,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 10 August 2021
1.0 out of 5 stars,Amazon Customer,https://www.amazon.in/gp/customer-reviews/R35LFUGSG0NUYH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Laptopis not working properly.,Please do it buy hp laptops.it is a waste of money. Within a few months of use one of the fan stopped working and the laptop is behaving unpredictable. There is only one authorized centre in pune. And online assistance is of no use. They are not replying you back .you just waste hours on the phone for the repeated messages again and again.,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 16 July 2022
3.0 out of 5 stars,pritish ghose,https://www.amazon.in/gp/customer-reviews/R2YHDBNA890HJZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Screen size,Screen size is small,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 10 November 2021
3.0 out of 5 stars,Vipin Kumar,https://www.amazon.in/gp/customer-reviews/R2B1ZX6Z515HUR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Laptop is good but it's battery capacity is very bad .,Battery capacity is very bad,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India 🇮🇳 on 3 November 2021
5.0 out of 5 stars,Amazon Customer,https://www.amazon.in/gp/customer-reviews/R174NLY4ZN4XYM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095YC5VH4, Genuine Product,The product is very genuine and works very well. I would definitely recommend this everyone and I'm having such an amazing experience. Thank you Amazon for giving such wonderful experience. Now i can complete my office work without having any issues.,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India 🇮🇳 on 5 June 2021
